u00000000:('Miguel Costa', 'Natal/RN', (24, 8, 1992))
u00000372:('Beatriz Guimaraes', 'Rio de Janeiro/RJ', (2, 5, 2004))
u00000373:('Madalena Castro', 'Sao Luis/MA', (28, 4, 1981))
u00000374:('Maria Lopes', 'Belo Horizonte/MG', (12, 7, 2001))
u00000375:('Mariana Ribeiro', 'Goiania/GO', (2, 1, 1981))
u00000376:('Fabio Gama', 'Belo Horizonte/MG', (15, 2, 1999))
u00000377:('Juliana Almeida', 'Belem/PA', (28, 6, 1996))
u00000378:('Sabrina Souza', 'Salvador/BA', (13, 8, 1988))
u00000379:('Elisa Sampaio', 'Duque de Caxias/RJ', (25, 1, 2003))
u00000380:('Marcos Mendes', 'Sao Luis/MA', (11, 5, 2003))
u00000381:('Paula Rodrigues', 'Duque de Caxias/RJ', (2, 3, 1987))
u00000382:('Fatima Goncalves', 'Sao Luis/MA', (26, 12, 2003))
u00000383:('Laura Veiga', 'Manaus/AM', (18, 5, 2004))
u00000384:('Denise Pinto', 'Recife/PE', (8, 1, 1990))
u00000385:('Mariana Costa', 'Sao Paulo/SP', (12, 12, 2002))
u00000386:('Sabrina Guimaraes', 'Campinas/SP', (27, 12, 1994))
u00000387:('Denise Silva', 'Natal/RN', (8, 5, 1985))
u00000388:('Elisa Jesus', 'Manaus/AM', (3, 6, 1995))
u00000389:('Bruna Marques', 'Recife/PE', (5, 2, 1996))
u00000390:('Marcos Costa', 'Campo Grande/MS', (13, 4, 1990))
u00000391:('Tomas Cruz', 'Campo Grande/MS', (28, 12, 2000))
u00000392:('Fabio Ribeiro', 'Sao Goncalo/RJ', (7, 11, 1992))
u00000393:('Jose Oliveira', 'Campo Grande/MS', (6, 12, 1980))
u00000394:('Carlos Vaz', 'Sao Paulo/SP', (6, 4, 2003))
u00000395:('Leonor Nunes', 'Belem/PA', (9, 3, 2002))
u00000396:('Denise Fernandes', 'Rio de Janeiro/RJ', (12, 1, 1998))
u00000397:('Madalena Gomes', 'Manaus/AM', (1, 5, 1997))
u00000398:('Carlos Teixeira', 'Belo Horizonte/MG', (22, 8, 2002))
u00000399:('Diogo Nunes', 'Brasilia/DF', (16, 9, 1986))
u00000400:('Tiago Correia', 'Campinas/SP', (27, 4, 1995))
u00000401:('Denise Sampaio', 'Sao Goncalo/RJ', (28, 10, 1996))
u00000402:('Mateus Pinto', 'Sao Goncalo/RJ', (14, 6, 1981))
u00000403:('Sabrina Braga', 'Sao Paulo/SP', (3, 8, 1994))
u00000404:('Jose Rodrigues', 'Salvador/BA', (8, 9, 1991))
u00000405:('Rodrigo Ferreira', 'Salvador/BA', (4, 1, 1995))
u00000406:('Diogo Mendes', 'Manaus/AM', (13, 2, 1982))
u00000407:('Jose Correia', 'Maceio/AL', (2, 12, 1996))
u00000408:('Carlos Correia', 'Belem/PA', (25, 7, 2001))
u00000409:('Carolina Braganca', 'Belo Horizonte/MG', (20, 4, 1981))
u00000410:('Elisa Cruz', 'Brasilia/DF', (23, 3, 2001))
u00000411:('Sabrina Coimbra', 'Maceio/AL', (2, 3, 1995))
u00000412:('Ana Pinto', 'Campinas/SP', (5, 8, 2002))
u00000413:('Mateus Albuquerque', 'Belo Horizonte/MG', (22, 5, 2002))
u00000414:('Maria Sampaio', 'Porto Alegre/RS', (26, 9, 1995))
u00000415:('Tiago Costa', 'Recife/PE', (24, 7, 1989))
u00000416:('Francisco Cruz', 'Guarulhos/SP', (20, 9, 2000))
u00000417:('Edson Vaz', 'Sao Paulo/SP', (17, 3, 1992))
u00000418:('Daniela Martins', 'Rio de Janeiro/RJ', (12, 3, 1985))
u00000419:('Miguel Mendes', 'Porto Alegre/RS', (2, 4, 1997))
u00000420:('Miguel Braga', 'Salvador/BA', (16, 12, 1995))
u00000421:('Santiago Souza', 'Salvador/BA', (5, 2, 2002))
u00000422:('Larissa Fernandes', 'Rio de Janeiro/RJ', (20, 8, 1985))
u00000423:('Tiago Pinto', 'Brasilia/DF', (15, 12, 1999))
u00000424:('Pedro Pinto', 'Rio de Janeiro/RJ', (15, 12, 1998))
u00000425:('Tatiana Vaz', 'Belem/PA', (11, 7, 1999))
u00000426:('Catarina Teixeira', 'Campo Grande/MS', (3, 11, 1997))
u00000427:('Daniela Ferreira', 'Rio de Janeiro/RJ', (26, 5, 1995))
u00000428:('Francisca Vaz', 'Guarulhos/SP', (9, 2, 1986))
u00000429:('Joao Cruz', 'Rio de Janeiro/RJ', (15, 8, 1983))
u00000430:('Joao Oliveira', 'Natal/RN', (21, 7, 1982))
u00000431:('Bruno Nunes', 'Salvador/BA', (6, 3, 1989))
u00000432:('Beatriz Fernandes', 'Porto Alegre/RS', (6, 10, 1994))
u00000433:('Daniela Gama', 'Brasilia/DF', (5, 4, 1994))
u00000434:('Carlos Vaz', 'Campinas/SP', (16, 11, 1991))
u00000435:('Jose Rodrigues', 'Fortaleza/CE', (20, 11, 2003))
u00000436:('Sabrina Ribeiro', 'Salvador/BA', (9, 12, 1991))
u00000437:('Rodrigo Lopes', 'Salvador/BA', (1, 4, 1984))
u00000438:('Caio Guimaraes', 'Brasilia/DF', (16, 1, 1980))
u00000439:('Beatriz Albuquerque', 'Maceio/AL', (1, 9, 1988))
u00000440:('Jose Lopes', 'Belem/PA', (18, 2, 2004))
u00000441:('Joao Marques', 'Salvador/BA', (17, 1, 1992))
u00000442:('Edson Sampaio', 'Fortaleza/CE', (12, 8, 1982))
u00000443:('Rodrigo Souza', 'Campo Grande/MS', (15, 1, 2001))
u00000444:('Larissa Costa', 'Sao Goncalo/RJ', (9, 7, 2001))
u00000445:('Francisco Gomes', 'Sao Goncalo/RJ', (22, 11, 1990))
u00000446:('Elisa Albuquerque', 'Brasilia/DF', (18, 8, 1990))
u00000447:('Santiago Ferreira', 'Campo Grande/MS', (9, 6, 2003))
u00000448:('Marcos Sampaio', 'Curitiba/PR', (16, 5, 1998))
u00000449:('Juliana Alvares', 'Belem/PA', (1, 5, 1989))
u00000450:('Leonor Martins', 'Recife/PE', (14, 3, 1991))
u00000451:('Marcos Carvalho', 'Belo Horizonte/MG', (19, 12, 1980))
u00000452:('Beatriz Almeida', 'Recife/PE', (8, 12, 1990))
u00000453:('Paula Fernandes', 'Porto Alegre/RS', (22, 5, 1986))
u00000454:('Caio Costa', 'Goiania/GO', (10, 12, 1981))
u00000455:('Francisca Correia', 'Guarulhos/SP', (12, 2, 1980))
u00000456:('Elisa Alves', 'Recife/PE', (9, 5, 1986))
u00000457:('Ana Pinto', 'Belem/PA', (24, 11, 1993))
u00000458:('Bruna Nunes', 'Belo Horizonte/MG', (8, 8, 1989))
u00000459:('Martim Lopes', 'Sao Paulo/SP', (11, 12, 1985))
u00000460:('Denise Alves', 'Sao Luis/MA', (13, 11, 2004))
u00000461:('Miguel Teixeira', 'Duque de Caxias/RJ', (6, 11, 1987))
u00000462:('Paula Costa', 'Maceio/AL', (3, 9, 1981))
u00000463:('Mariana Fernandes', 'Brasilia/DF', (4, 12, 1999))
u00000464:('Marcos Santos', 'Porto Alegre/RS', (15, 2, 1996))
u00000465:('Sabrina Guimaraes', 'Campo Grande/MS', (16, 12, 1997))
u00000466:('Daniel Mendes', 'Belem/PA', (21, 3, 2001))
u00000467:('Daniel Teixeira', 'Guarulhos/SP', (6, 2, 1986))
u00000468:('Leonor Pereira', 'Maceio/AL', (11, 5, 1987))
u00000469:('Maria Silva', 'Natal/RN', (9, 12, 2001))
u00000470:('Marcos Goncalves', 'Sao Paulo/SP', (25, 7, 1994))
u00000471:('Diogo Vaz', 'Sao Paulo/SP', (3, 5, 1985))
u00000472:('Edson Silva', 'Campinas/SP', (6, 4, 1991))
u00000473:('Fatima Lopes', 'Curitiba/PR', (12, 9, 1986))
u00000474:('Larissa Gama', 'Natal/RN', (6, 3, 2000))
u00000475:('Ana Albuquerque', 'Porto Alegre/RS', (3, 11, 1993))
u00000476:('Larissa Vaz', 'Belo Horizonte/MG', (2, 10, 1996))
u00000477:('Mariana Silva', 'Recife/PE', (23, 8, 1991))
u00000478:('Laura Carvalho', 'Campo Grande/MS', (22, 12, 2000))
u00000479:('Daniel Sampaio', 'Sao Paulo/SP', (17, 12, 1990))
u00000480:('Bruno Coimbra', 'Belem/PA', (16, 12, 2001))
u00000481:('Bruno Goncalves', 'Brasilia/DF', (10, 7, 1987))
u00000482:('Joao Gama', 'Belo Horizonte/MG', (21, 11, 2003))
u00000483:('Bruno Carvalho', 'Manaus/AM', (25, 6, 1997))
u00000484:('Bruna Braga', 'Campo Grande/MS', (11, 12, 2004))
u00000485:('Diogo Castro', 'Natal/RN', (21, 5, 1986))
u00000486:('Marcos Marques', 'Maceio/AL', (6, 5, 2004))
u00000487:('Tatiana Carvalho', 'Brasilia/DF', (1, 11, 1981))
u00000488:('Maria Correia', 'Salvador/BA', (19, 1, 1992))
u00000489:('Ana Mendes', 'Sao Paulo/SP', (9, 2, 1998))
u00000490:('Bruno Correia', 'Porto Alegre/RS', (8, 10, 1982))
u00000491:('Mateus Coimbra', 'Campinas/SP', (14, 10, 2000))
u00000492:('Daniela Vaz', 'Recife/PE', (8, 5, 1999))
u00000493:('Fabio Braga', 'Belem/PA', (13, 3, 1999))
u00000494:('Pedro Veiga', 'Belem/PA', (5, 1, 1999))
u00000495:('Juliana Mendes', 'Rio de Janeiro/RJ', (24, 9, 1991))
u00000496:('Caio Castro', 'Rio de Janeiro/RJ', (20, 6, 1994))
u00000497:('Beatriz Santos', 'Campinas/SP', (18, 6, 1987))
u00000498:('Rodrigo Pereira', 'Salvador/BA', (8, 4, 1980))
u00000499:('Miguel Moreira', 'Sao Goncalo/RJ', (24, 9, 1992))
u00000500:('Beatriz Braga', 'Sao Paulo/SP', (5, 2, 1980))
u00000501:('Tomas Guimaraes', 'Belo Horizonte/MG', (4, 7, 1990))
u00000502:('Juliana Lopes', 'Belo Horizonte/MG', (23, 10, 1984))
u00000503:('Francisco Pereira', 'Belem/PA', (12, 11, 1982))
u00000504:('Pedro Goncalves', 'Guarulhos/SP', (16, 11, 1982))
u00000505:('Marcos Almeida', 'Sao Goncalo/RJ', (1, 8, 1993))
u00000506:('Tomas Ribeiro', 'Duque de Caxias/RJ', (21, 7, 1998))
u00000507:('Mateus Teixeira', 'Rio de Janeiro/RJ', (8, 3, 1989))
u00000508:('Jose Pinto', 'Duque de Caxias/RJ', (3, 2, 1983))
u00000509:('Carlos Costa', 'Maceio/AL', (8, 2, 1986))
u00000510:('Paula Costa', 'Curitiba/PR', (23, 3, 1984))
u00000511:('Catarina Cruz', 'Belem/PA', (2, 6, 1990))
u00000512:('Tomas Veiga', 'Recife/PE', (28, 11, 1990))
u00000513:('Mateus Veiga', 'Belem/PA', (6, 2, 1984))
u00000514:('Mariana Pereira', 'Porto Alegre/RS', (4, 11, 1985))
u00000515:('Rafael Costa', 'Salvador/BA', (26, 5, 1995))
u00000516:('Santiago Souza', 'Natal/RN', (8, 7, 1982))
u00000517:('Santiago Coimbra', 'Natal/RN', (27, 2, 1997))
u00000518:('Mariana Carvalho', 'Recife/PE', (19, 4, 1998))
u00000519:('Catarina Moreira', 'Rio de Janeiro/RJ', (1, 5, 1987))
u00000520:('Tomas Coimbra', 'Rio de Janeiro/RJ', (4, 6, 1996))
u00000521:('Matilde Braga', 'Sao Goncalo/RJ', (21, 3, 1993))
u00000522:('Rafael Oliveira', 'Belo Horizonte/MG', (14, 3, 1994))
u00000523:('Tiago Gama', 'Curitiba/PR', (4, 2, 2002))
u00000524:('Daniel Rodrigues', 'Curitiba/PR', (5, 11, 1987))
u00000525:('Matilde Vaz', 'Fortaleza/CE', (21, 1, 1994))
u00000526:('Paula Nunes', 'Goiania/GO', (10, 11, 1987))
u00000527:('Daniel Alves', 'Natal/RN', (27, 2, 1985))
u00000528:('Juliana Almeida', 'Natal/RN', (23, 8, 1991))
u00000529:('Daniel Costa', 'Curitiba/PR', (23, 9, 1989))
u00000530:('Matilde Braga', 'Brasilia/DF', (16, 3, 1996))
u00000531:('Matilde Teixeira', 'Campo Grande/MS', (24, 5, 1985))
u00000532:('Fatima Cruz', 'Sao Goncalo/RJ', (17, 6, 1987))
u00000533:('Laura Vaz', 'Brasilia/DF', (7, 11, 1989))
u00000534:('Tiago Coimbra', 'Belo Horizonte/MG', (13, 2, 1984))
u00000535:('Mateus Oliveira', 'Duque de Caxias/RJ', (19, 5, 2004))
u00000536:('Carolina Correia', 'Manaus/AM', (21, 8, 1999))
u00000537:('Rodrigo Goncalves', 'Brasilia/DF', (15, 3, 1985))
u00000538:('Francisca Martins', 'Rio de Janeiro/RJ', (22, 2, 1984))
u00000539:('Diogo Goncalves', 'Duque de Caxias/RJ', (28, 6, 1986))
u00000540:('Rafael Lopes', 'Manaus/AM', (1, 1, 1998))
u00000541:('Catarina Coimbra', 'Manaus/AM', (25, 6, 1983))
u00000542:('Bruna Correia', 'Manaus/AM', (13, 9, 1993))
u00000543:('Marcos Castro', 'Curitiba/PR', (25, 11, 1995))
u00000544:('Denise Santos', 'Curitiba/PR', (20, 2, 1998))
u00000545:('Paula Ribeiro', 'Salvador/BA', (28, 11, 1998))
u00000546:('Carlos Jesus', 'Curitiba/PR', (19, 4, 1996))
u00000547:('Diogo Martins', 'Belo Horizonte/MG', (20, 4, 1999))
u00000548:('Sabrina Fernandes', 'Maceio/AL', (28, 10, 1991))
u00000549:('Matilde Braganca', 'Curitiba/PR', (24, 10, 1989))
u00000550:('Carlos Rodrigues', 'Manaus/AM', (14, 9, 2000))
u00000551:('Leonor Jesus', 'Porto Alegre/RS', (16, 9, 1985))
u00000552:('Marcos Vaz', 'Sao Paulo/SP', (28, 9, 1982))
u00000553:('Fatima Alves', 'Curitiba/PR', (16, 7, 1995))
u00000554:('Caio Lopes', 'Sao Goncalo/RJ', (15, 9, 1997))
u00000555:('Miguel Coimbra', 'Sao Goncalo/RJ', (23, 10, 1992))
u00000556:('Tatiana Cruz', 'Fortaleza/CE', (21, 2, 2003))
u00000557:('Fabio Oliveira', 'Curitiba/PR', (20, 2, 1986))
u00000558:('Denise Mendes', 'Sao Paulo/SP', (22, 4, 1990))
u00000559:('Edson Coimbra', 'Rio de Janeiro/RJ', (25, 6, 1997))
u00000560:('Beatriz Silva', 'Brasilia/DF', (26, 7, 2002))
u00000561:('Rafael Pinto', 'Sao Luis/MA', (19, 5, 1989))
u00000562:('Carlos Gama', 'Maceio/AL', (8, 6, 1992))
u00000563:('Carolina Jesus', 'Belem/PA', (16, 5, 2003))
u00000564:('Rafael Teixeira', 'Recife/PE', (24, 10, 1994))
u00000565:('Martim Rodrigues', 'Sao Paulo/SP', (20, 11, 1982))
u00000566:('Bruna Sampaio', 'Goiania/GO', (12, 5, 1995))
u00000567:('Ana Veiga', 'Sao Luis/MA', (8, 5, 1994))
u00000568:('Ana Moreira', 'Belem/PA', (15, 12, 1997))
u00000569:('Miguel Sampaio', 'Maceio/AL', (4, 8, 1997))
u00000570:('Francisco Fernandes', 'Sao Paulo/SP', (1, 8, 1993))
u00000571:('Bruno Silva', 'Campo Grande/MS', (21, 10, 2002))
u00000572:('Francisco Alvares', 'Sao Luis/MA', (26, 1, 1990))
u00000573:('Daniela Correia', 'Guarulhos/SP', (14, 4, 1993))
u00000574:('Bruno Almeida', 'Goiania/GO', (10, 9, 2002))
u00000575:('Carolina Coimbra', 'Maceio/AL', (18, 4, 2004))
u00000576:('Santiago Ribeiro', 'Campo Grande/MS', (28, 12, 1982))
u00000577:('Fabio Ferreira', 'Sao Paulo/SP', (14, 8, 1986))
u00000578:('Daniela Teixeira', 'Manaus/AM', (21, 3, 1997))
u00000579:('Juliana Costa', 'Guarulhos/SP', (19, 8, 1993))
u00000580:('Afonso Alvares', 'Belo Horizonte/MG', (16, 1, 1993))
u00000581:('Larissa Carvalho', 'Belo Horizonte/MG', (9, 2, 1991))
u00000582:('Edson Fernandes', 'Fortaleza/CE', (1, 9, 1989))
u00000583:('Denise Oliveira', 'Manaus/AM', (11, 4, 2000))
u00000584:('Marcos Alvares', 'Rio de Janeiro/RJ', (12, 2, 1983))
u00000585:('Francisca Mendes', 'Sao Luis/MA', (16, 8, 1998))
u00000586:('Pedro Teixeira', 'Campo Grande/MS', (27, 5, 1989))
u00000587:('Fabio Moreira', 'Curitiba/PR', (28, 2, 2004))
u00000588:('Laura Ribeiro', 'Maceio/AL', (28, 10, 2004))
u00000589:('Catarina Cruz', 'Rio de Janeiro/RJ', (9, 1, 1991))
u00000590:('Maria Castro', 'Maceio/AL', (25, 9, 1996))
u00000591:('Tomas Guimaraes', 'Guarulhos/SP', (10, 9, 2001))
u00000592:('Matilde Gama', 'Campinas/SP', (27, 6, 1980))
u00000593:('Madalena Goncalves', 'Duque de Caxias/RJ', (13, 2, 1994))
u00000594:('Madalena Cruz', 'Natal/RN', (16, 5, 1987))
u00000595:('Martim Costa', 'Sao Luis/MA', (3, 3, 1981))
u00000596:('Daniel Martins', 'Campinas/SP', (21, 12, 1990))
u00000597:('Francisco Moreira', 'Goiania/GO', (4, 2, 1983))
u00000598:('Larissa Ribeiro', 'Rio de Janeiro/RJ', (12, 5, 1980))
u00000599:('Beatriz Alvares', 'Goiania/GO', (5, 4, 1983))
u00000600:('Daniela Goncalves', 'Maceio/AL', (12, 4, 1990))
u00000601:('Francisco Souza', 'Porto Alegre/RS', (25, 3, 1983))
u00000602:('Maria Pereira', 'Manaus/AM', (18, 11, 1993))
u00000603:('Leonor Oliveira', 'Sao Paulo/SP', (5, 12, 1991))
u00000604:('Juliana Lopes', 'Maceio/AL', (13, 9, 1992))
u00000605:('Ana Braga', 'Maceio/AL', (14, 10, 1987))
u00000606:('Elisa Teixeira', 'Campinas/SP', (15, 3, 2000))
u00000607:('Laura Sampaio', 'Sao Luis/MA', (16, 8, 1992))
u00000608:('Francisco Sampaio', 'Campinas/SP', (12, 11, 1999))
u00000609:('Tomas Braganca', 'Fortaleza/CE', (1, 4, 1987))
u00000610:('Francisca Oliveira', 'Rio de Janeiro/RJ', (5, 4, 1991))
u00000611:('Tatiana Alves', 'Natal/RN', (10, 10, 1985))
u00000612:('Larissa Braganca', 'Duque de Caxias/RJ', (12, 8, 2004))
u00000613:('Edson Coimbra', 'Brasilia/DF', (11, 2, 1999))
u00000614:('Edson Ribeiro', 'Manaus/AM', (21, 12, 1987))
u00000615:('Carlos Moreira', 'Duque de Caxias/RJ', (24, 6, 1993))
u00000616:('Larissa Costa', 'Curitiba/PR', (1, 12, 1985))
u00000617:('Santiago Oliveira', 'Rio de Janeiro/RJ', (13, 2, 1988))
u00000618:('Jose Goncalves', 'Campo Grande/MS', (6, 6, 2000))
u00000619:('Madalena Lopes', 'Belem/PA', (7, 7, 1987))
u00000620:('Martim Braga', 'Porto Alegre/RS', (5, 1, 2002))
u00000621:('Mariana Souza', 'Fortaleza/CE', (25, 11, 1990))
u00000622:('Ana Costa', 'Guarulhos/SP', (16, 3, 1990))
u00000623:('Edson Gama', 'Salvador/BA', (5, 3, 1998))
u00000624:('Daniel Ribeiro', 'Guarulhos/SP', (15, 12, 1980))
u00000625:('Santiago Correia', 'Maceio/AL', (1, 4, 1998))
u00000626:('Maria Sampaio', 'Guarulhos/SP', (4, 8, 2000))
u00000627:('Francisco Goncalves', 'Porto Alegre/RS', (3, 10, 1986))
u00000628:('Pedro Silva', 'Belem/PA', (26, 6, 2000))
u00000629:('Martim Alvares', 'Fortaleza/CE', (13, 8, 1999))
u00000630:('Rafael Martins', 'Sao Goncalo/RJ', (1, 12, 1994))
u00000631:('Miguel Souza', 'Belo Horizonte/MG', (26, 9, 1999))
u00000632:('Elisa Cruz', 'Maceio/AL', (13, 3, 1990))
u00000633:('Leonor Pereira', 'Duque de Caxias/RJ', (28, 7, 1998))
u00000634:('Carlos Lopes', 'Rio de Janeiro/RJ', (10, 9, 1997))
u00000635:('Pedro Teixeira', 'Recife/PE', (21, 5, 1985))
u00000636:('Bruno Pereira', 'Duque de Caxias/RJ', (21, 12, 1999))
u00000637:('Miguel Braga', 'Manaus/AM', (5, 11, 1984))
u00000638:('Paula Correia', 'Curitiba/PR', (1, 6, 1986))
u00000639:('Bruno Santos', 'Rio de Janeiro/RJ', (8, 9, 1994))
u00000640:('Daniela Braga', 'Duque de Caxias/RJ', (3, 10, 1990))
u00000641:('Daniela Rodrigues', 'Sao Goncalo/RJ', (18, 6, 2002))
u00000642:('Bruna Rodrigues', 'Sao Goncalo/RJ', (22, 6, 1998))
u00000643:('Joao Costa', 'Sao Goncalo/RJ', (11, 12, 1993))
u00000644:('Mariana Vaz', 'Natal/RN', (8, 9, 1984))
u00000645:('Catarina Alves', 'Campinas/SP', (25, 2, 1989))
u00000646:('Madalena Ribeiro', 'Fortaleza/CE', (24, 10, 1984))
u00000647:('Tatiana Castro', 'Natal/RN', (10, 9, 1988))
u00000648:('Caio Sampaio', 'Manaus/AM', (19, 10, 1993))
u00000649:('Mateus Coimbra', 'Goiania/GO', (27, 8, 2002))
u00000650:('Miguel Costa', 'Recife/PE', (2, 9, 1987))
u00000651:('Daniel Silva', 'Guarulhos/SP', (17, 8, 1993))
u00000652:('Tiago Cruz', 'Goiania/GO', (10, 2, 2003))
u00000653:('Leonor Costa', 'Belem/PA', (8, 8, 1982))
u00000654:('Francisca Teixeira', 'Belo Horizonte/MG', (23, 3, 1983))
u00000655:('Daniela Silva', 'Sao Goncalo/RJ', (22, 7, 1988))
u00000656:('Matilde Guimaraes', 'Brasilia/DF', (5, 10, 1996))
u00000657:('Caio Vaz', 'Salvador/BA', (20, 3, 1997))
u00000658:('Francisco Albuquerque', 'Campo Grande/MS', (6, 7, 1995))
u00000659:('Diogo Nunes', 'Manaus/AM', (26, 4, 1984))
u00000660:('Afonso Cruz', 'Manaus/AM', (19, 2, 1999))
u00000661:('Santiago Teixeira', 'Brasilia/DF', (26, 2, 1981))
u00000662:('Marcos Vaz', 'Recife/PE', (9, 6, 1983))
u00000663:('Francisco Silva', 'Belo Horizonte/MG', (22, 8, 2001))
u00000664:('Juliana Castro', 'Curitiba/PR', (24, 10, 1994))
u00000665:('Madalena Cruz', 'Campo Grande/MS', (12, 8, 1991))
u00000666:('Miguel Coimbra', 'Sao Goncalo/RJ', (21, 10, 1987))
u00000667:('Jose Oliveira', 'Salvador/BA', (9, 7, 1996))
u00000668:('Leonor Nunes', 'Salvador/BA', (4, 4, 1988))
u00000669:('Edson Martins', 'Belo Horizonte/MG', (28, 1, 1980))
u00000670:('Larissa Vaz', 'Natal/RN', (25, 11, 1980))
u00000671:('Santiago Cruz', 'Natal/RN', (22, 3, 2000))
u00000672:('Diogo Albuquerque', 'Fortaleza/CE', (1, 6, 1987))
u00000673:('Ana Braga', 'Natal/RN', (10, 4, 1995))
u00000674:('Rafael Souza', 'Sao Goncalo/RJ', (20, 1, 2000))
u00000675:('Afonso Jesus', 'Maceio/AL', (26, 1, 2000))
u00000676:('Fabio Lopes', 'Sao Luis/MA', (22, 7, 1992))
u00000677:('Tomas Lopes', 'Manaus/AM', (17, 2, 1982))
u00000678:('Fatima Souza', 'Salvador/BA', (18, 4, 1992))
u00000679:('Francisco Moreira', 'Sao Paulo/SP', (1, 9, 1986))
u00000680:('Carolina Gama', 'Guarulhos/SP', (13, 8, 1983))
u00000681:('Paula Jesus', 'Sao Goncalo/RJ', (18, 4, 1999))
u00000682:('Caio Marques', 'Campinas/SP', (4, 3, 1985))
u00000683:('Catarina Almeida', 'Fortaleza/CE', (27, 10, 2004))
u00000684:('Miguel Silva', 'Porto Alegre/RS', (4, 10, 2001))
u00000685:('Francisco Alves', 'Porto Alegre/RS', (18, 9, 1988))
u00000686:('Juliana Pinto', 'Fortaleza/CE', (17, 2, 1993))
u00000687:('Larissa Rodrigues', 'Rio de Janeiro/RJ', (25, 7, 1993))
u00000688:('Tomas Gama', 'Sao Goncalo/RJ', (19, 9, 1988))
u00000689:('Leonor Gomes', 'Brasilia/DF', (11, 8, 1993))
u00000690:('Maria Goncalves', 'Campo Grande/MS', (3, 8, 2002))
u00000691:('Fatima Teixeira', 'Porto Alegre/RS', (25, 6, 1986))
u00000692:('Tomas Castro', 'Guarulhos/SP', (14, 9, 2000))
u00000693:('Martim Sampaio', 'Brasilia/DF', (1, 12, 1981))
u00000694:('Caio Fernandes', 'Curitiba/PR', (21, 8, 1983))
u00000695:('Pedro Almeida', 'Campo Grande/MS', (4, 2, 1983))
u00000696:('Tiago Oliveira', 'Manaus/AM', (21, 10, 1982))
u00000697:('Carolina Albuquerque', 'Brasilia/DF', (28, 12, 1998))
u00000698:('Pedro Martins', 'Goiania/GO', (21, 1, 1999))
u00000699:('Paula Sampaio', 'Natal/RN', (16, 7, 1988))
u00000700:('Marcos Alvares', 'Goiania/GO', (5, 2, 1999))
u00000701:('Francisca Albuquerque', 'Recife/PE', (10, 6, 1988))
u00000702:('Tiago Correia', 'Manaus/AM', (27, 11, 1987))
u00000703:('Fatima Nunes', 'Rio de Janeiro/RJ', (9, 9, 1982))
u00000704:('Bruno Vaz', 'Curitiba/PR', (17, 6, 1995))
u00000705:('Larissa Costa', 'Brasilia/DF', (17, 12, 1992))
u00000706:('Caio Castro', 'Fortaleza/CE', (26, 10, 1980))
u00000707:('Santiago Guimaraes', 'Recife/PE', (17, 7, 1994))
u00000708:('Diogo Almeida', 'Curitiba/PR', (9, 6, 1998))
u00000709:('Francisca Rodrigues', 'Belo Horizonte/MG', (10, 7, 1998))
u00000710:('Tatiana Almeida', 'Maceio/AL', (20, 4, 1986))
u00000711:('Tiago Teixeira', 'Recife/PE', (14, 2, 1982))
u00000712:('Catarina Vaz', 'Maceio/AL', (6, 1, 1989))
u00000713:('Rafael Carvalho', 'Porto Alegre/RS', (17, 1, 1998))
u00000714:('Santiago Castro', 'Sao Paulo/SP', (7, 11, 1984))
u00000715:('Fatima Mendes', 'Guarulhos/SP', (26, 10, 1992))
u00000716:('Jose Costa', 'Maceio/AL', (26, 5, 1990))
u00000717:('Tiago Coimbra', 'Natal/RN', (7, 5, 1993))
u00000718:('Ana Alvares', 'Brasilia/DF', (10, 10, 1980))
u00000719:('Larissa Teixeira', 'Fortaleza/CE', (20, 8, 1996))
u00000720:('Rafael Marques', 'Maceio/AL', (19, 3, 1991))
u00000721:('Juliana Ribeiro', 'Goiania/GO', (10, 11, 1991))
u00000722:('Carlos Pereira', 'Natal/RN', (15, 12, 1997))
u00000723:('Miguel Santos', 'Guarulhos/SP', (23, 1, 1993))
u00000724:('Maria Goncalves', 'Campo Grande/MS', (27, 6, 1989))
u00000725:('Carlos Castro', 'Belem/PA', (17, 2, 1981))
u00000726:('Maria Pereira', 'Maceio/AL', (1, 1, 1982))
u00000727:('Afonso Souza', 'Maceio/AL', (14, 11, 1987))
u00000728:('Bruna Correia', 'Maceio/AL', (25, 2, 1994))
u00000729:('Sabrina Lopes', 'Brasilia/DF', (27, 3, 1998))
u00000730:('Paula Goncalves', 'Fortaleza/CE', (1, 1, 1999))
u00000731:('Jose Cruz', 'Sao Luis/MA', (21, 9, 1995))
u00000732:('Miguel Cruz', 'Natal/RN', (11, 4, 2002))
u00000733:('Tiago Moreira', 'Sao Goncalo/RJ', (15, 6, 1999))
u00000734:('Paula Albuquerque', 'Campinas/SP', (24, 8, 1990))
u00000735:('Elisa Moreira', 'Fortaleza/CE', (20, 2, 1989))
u00000736:('Daniela Veiga', 'Campo Grande/MS', (21, 9, 1987))
u00000737:('Sabrina Correia', 'Fortaleza/CE', (22, 10, 1981))
u00000738:('Fabio Rodrigues', 'Sao Paulo/SP', (3, 5, 1986))
u00000739:('Joao Jesus', 'Maceio/AL', (4, 4, 1987))
u00000740:('Elisa Carvalho', 'Brasilia/DF', (12, 1, 1982))
u00000741:('Denise Souza', 'Sao Paulo/SP', (24, 8, 1988))
